episode,step,avg_reward,avg_loss,min_reward,max_reward
0,92,1422.470217136494,296288.8651529948,796.429030282529,2148.287564091396
0,93,1425.5219618297394,445625.2862141927,808.267967043762,2138.6708009249496
0,94,1432.1730484343373,316927.6698404948,816.8983709586039,2091.0030174270596
0,95,1424.8360754184089,470431.02107747394,768.1631055775317,2051.9107956901207
0,96,1423.3598474119497,192590.77225748697,776.9069880250232,2013.0551760407413
0,97,1413.7900655276164,335423.000773112,739.9653123778472,1981.9528421159662
0,98,1417.9740235671336,237475.2391357422,697.4916066996122,1959.627930957911
0,99,1418.0834571109724,265409.19424438477,669.2578093006452,1929.0937417268772
1,0,1452.6105022428926,107264.48947143555,1073.1584246005452,1927.818176609563
1,1,1432.011563849235,426089.908203125,1062.78883689364,1967.6132244977143
1,2,1436.1932230638447,273332.66760253906,1044.190328769707,2004.6510385745648
1,3,1443.9498459038857,360768.77205403644,1046.6671603807272,1993.511261002783
1,4,1439.3151435035543,535935.9259300232,1004.4866324138472,1969.6418559308947
1,5,1440.685880378027,340273.4845479329,1006.2406211350384,1960.2775080911988
1,6,1423.6836058199399,386864.74235026044,956.3211157063707,1918.4633116748898
1,7,1425.2828141735238,167191.75174967447,994.5493347735567,1931.0634782114676
1,8,1443.446196282519,287735.9219156901,1042.5337991388321,1959.770237795192
1,9,1464.0526328593003,252386.6382039388,1048.7507044467877,2006.4116355488236
1,10,1474.896633992829,225159.89398701987,1059.4715919196074,2041.6078364978332
1,11,1479.0953926679429,202308.85766601562,1014.0418256914687,2055.9541548566253
1,12,1481.019088573177,172831.26456197104,1061.5986464944651,2067.6863576198057
1,13,1475.8044614760258,88176.27994791667,1095.4736490771659,2095.1995426941753
1,14,1472.7753535244476,339723.748819987,1061.0192023803486,2069.6706431829098
1,15,1454.6253400189619,396191.64048258465,1019.0198158933347,2031.2112125999129
1,16,1442.1879460617263,300734.3651275635,1035.7000171014345,2036.138711838361
1,17,1433.9609391951626,298121.0917739868,1040.52886408934,2061.9423837723034
1,18,1442.8712196025162,277279.3870442708,1008.6981256078063,2016.4636460311278
1,19,1434.3894586746485,354691.26505533856,1017.4280824162813,2055.0472222049434
1,20,1450.1400990062032,300898.1179819107,1012.7503672502241,2076.617082505517
1,21,1453.6072594325644,401876.58317438763,982.7507871466773,2115.6591290880833
1,22,1446.0261957728617,181853.79459635416,958.3736238240328,2121.6242364724903
1,23,1446.8133965282125,340696.0071614583,937.097525426009,2146.532713803961
1,24,1453.2658873008147,114531.0964457194,913.4255650002949,2190.6477727547654
1,25,1444.2487878483737,457156.9331258138,900.3613655070324,2174.9488712373236
1,26,1455.4564065110928,174862.70166015625,908.7592846519424,2176.561339216136
1,27,1459.9679592032037,99811.98764801025,956.3882952609384,2207.9218076233105
1,28,1450.7681554369408,272603.5514984131,961.8604943708746,2200.5614473883356
1,29,1464.6874224552312,330076.4414469401,996.1634821866091,2243.4830476694165
1,30,1465.8495255028474,214267.38649495444,981.9691043034444,2290.869006391418
1,31,1452.057882709941,382306.6476949056,955.0643644253139,2251.7588482749034
1,32,1460.4214127274524,316202.0334370931,919.1190562182423,2289.810870823464
1,33,1464.3317411792857,230020.03522745767,953.9546633355055,2292.889184249975
1,34,1462.8029712965854,275330.3976847331,992.9265943235185,2312.969557229676
1,35,1470.1720113101653,365169.2941182454,1025.6437239633403,2271.9623003997567
1,36,1472.7760556098774,126465.17626953125,1050.3295661468217,2298.5608954579516
1,37,1472.6643499998702,169848.01640164852,1052.6868655521503,2342.6879680204984
1,38,1476.546347473226,352527.63498973846,1028.5010284309797,2375.5848149919016
1,39,1473.0067761289874,246184.5839436849,1038.1888567153824,2399.628353148485
1,40,1482.709515119601,383339.55712890625,1022.0968836678175,2399.962740422146
1,41,1484.6982169688047,230168.28874444962,1012.3909852178563,2365.8863125906028
1,42,1472.207981652177,509558.594930013,1012.0476554252123,2341.9396037475403
1,43,1469.875843994937,114377.09911092122,1005.3320715826513,2294.2255556235204
1,44,1471.960989178541,272461.7834988435,978.6031560956758,2302.175547299712
1,45,1482.9788840847814,465412.0979614258,950.092409034917,2346.2130076775447
1,46,1472.6481323400465,342844.9579264323,925.0630898348004,2295.5408817479506
1,47,1487.8508364962038,249507.39931996664,883.8569845047755,2297.6134189336913
1,48,1489.9548385405167,178278.8103841146,879.1606547114511,2338.93258526191
1,49,1501.6435275480408,150905.38402216136,915.6338692040359,2312.9135736925996
1,50,1501.4039553313385,118856.9529062907,911.3794270038136,2266.951650018186
1,51,1495.6044431967002,450068.0822347005,931.7941826358355,2298.1925770326725
1,52,1501.0490582105224,103514.8585281372,916.7023323553742,2339.659607449542
1,53,1494.0153603721128,356027.85458374023,918.1241784487086,2301.29214022094
1,54,1496.840758133968,85485.91242472331,966.3079005892716,2277.0877108119334
1,55,1511.2975048380238,350458.05224609375,997.4934838177334,2281.64972863862
1,56,1517.2882543905123,58686.65960295995,1021.7104004716263,2263.8578926532387
1,57,1535.0241324249364,198375.3966064453,1031.4256568910644,2248.750563331653
1,58,1535.7005157119856,144230.14591471353,1064.7095960749318,2225.543301279431
1,59,1542.6580825106996,254431.95207097134,1081.9430799595268,2183.092888175825
1,60,1534.0927128598607,156061.66814168295,1038.6004788177468,2208.525408877554
1,61,1542.4848492691717,231980.69786961874,1070.3528456934098,2253.55593660831
1,62,1558.3111467399356,106750.71252441406,1095.5429246886058,2251.3341270130104
1,63,1550.4207291983014,230587.80590820312,1064.9255687751697,2235.8064470012496
1,64,1566.0518189765453,80077.46447753906,1110.5070581407242,2283.9958836228675
1,65,1576.054905092862,145648.74832471213,1136.4925296134045,2325.7403907146713
1,66,1584.571068088584,430435.45068359375,1104.572562372882,2351.901287003272
1,67,1589.67559235479,377423.642683665,1133.0810423361766,2362.636466082678
1,68,1600.9555360050983,460073.1486765544,1164.8680601938302,2408.7441478006103
1,69,1598.3066194895061,231750.52558898926,1135.3369520435879,2366.21000951417
1,70,1596.8881014878568,283932.3320719401,1109.5469418470873,2339.1172700961897
1,71,1610.6550276753626,213545.667233785,1075.6806325712296,2335.2704451273403
1,72,1627.4950835351854,224363.00938161215,1119.8220397433056,2331.963979167662
1,73,1621.7032261447919,477968.7954711914,1160.763524905618,2288.4445572518293
1,74,1612.7518495054755,186418.31917190552,1130.8442699691857,2262.487651365124
1,75,1626.6477233548737,339191.98149911565,1161.0829503089617,2260.813078814419
1,76,1626.1001359085774,75655.45509338379,1196.0094900890788,2212.8483944084824
1,77,1631.0947656952442,136815.7504272461,1206.7651189322053,2169.877116356565
1,78,1633.2126537299907,250382.1853841146,1186.1434229464326,2151.271328676908
1,79,1654.7029627638724,264345.6875,1177.4117801725001,2181.7309284324724
1,80,1656.540624004596,85018.0436038971,1147.9633338903736,2195.9580304948354
1,81,1661.6706711118948,171560.81843058267,1194.0994192446096,2217.9718487667433
1,82,1657.7640711700908,239764.42055257162,1148.7311483849267,2206.7009350523217
1,83,1639.8875792011484,421428.2736816406,1167.429816709602,2172.011421217516
1,84,1644.0519967033586,333948.6202392578,1129.9224990975417,2193.215607578834
1,85,1644.937172965747,459135.9371744792,1173.201647667256,2182.7498767943025
1,86,1635.8332985725622,207204.56490071616,1122.5782458670562,2188.36212891261
1,87,1637.3504025541824,275484.4814453125,1133.921107654535,2189.545767401245
1,88,1638.1633436674422,65642.1219889323,1166.6269288902886,2224.058403984245
1,89,1638.3527348436457,140009.72772216797,1160.1011604017558,2258.2328409331662
1,90,1640.5021044918792,506227.8313446045,1157.7682065973024,2221.2606411868273
1,91,1650.383009677301,207868.06810506186,1173.768298545529,2248.5374975001105
1,92,1647.4746885249988,294319.84390767413,1137.746799682372,2263.3264348597213
1,93,1644.8587586998772,286082.3092447917,1144.0942356843939,2263.545795255112
1,94,1640.6657228549418,214808.6652018229,1103.219800972865,2290.7938204058623
1,95,1639.7282880152409,267154.9853108724,1127.911405267524,2267.732514495393
1,96,1635.9881752094582,425128.38141377765,1158.9588439727074,2240.7205648033805
1,97,1648.5448607674145,371576.4951171875,1126.3198993542253,2260.5677773063926
1,98,1642.4248543246376,451766.92102686566,1096.7026531054016,2293.3258998286888
1,99,1626.474646551117,376218.1376953125,1078.2889311978458,2292.7221398678316
2,0,1432.3861528033433,390374.59391276044,1177.6365026599044,1882.9943608399235
2,1,1427.9783645757495,71731.17798868816,1154.90135189677,1899.0726548281536
2,2,1439.2098150096965,286530.19276936847,1202.2167156222224,1929.012753438893
2,3,1435.2288753507464,155011.88125610352,1168.1461992779507,1932.6219800367921
2,4,1434.6555057667244,248226.0349934896,1143.644433377772,1966.4315834959157
2,5,1429.8665429205776,284116.1302083333,1107.8735805558572,1979.9788038311142
2,6,1420.5830045625898,308915.65274389583,1061.3315757404844,1957.7033418452245
2,7,1414.3435000444779,236546.5069986979,1022.0358903152178,1992.4954369987204
2,8,1416.708915184012,185762.12882486978,1040.9030127382568,1985.4026891715655
2,9,1421.6592782260495,320195.6557922363,1069.158011449826,1991.905178880283
2,10,1417.8294672542245,399033.5448404948,1022.9310872786442,1979.9294015456796
2,11,1416.1813325189466,113060.44269434611,1018.7359266759429,1975.2981109273344
2,12,1414.4541320116643,69456.90041097005,1030.1595543057722,1965.6833169799677
2,13,1412.6946702559978,219143.39303302765,1021.5412716506511,1929.4428481688972
2,14,1416.5344353424105,263100.81724039715,1044.9340544209763,1927.9500709544873
2,15,1405.243736016012,173258.4096953074,1035.7127253894344,1887.0095787504854
2,16,1397.1231675604993,288004.7126464844,1051.820426981,1895.9945767304666
2,17,1392.8516041057521,267183.74221293133,1044.4413936766073,1878.2266618546314
2,18,1385.9093321997098,255288.2127278646,1048.7291940133107,1856.2985943669817
2,19,1383.2373273112098,238853.55015309653,1054.3986504514116,1891.3451645882797
2,20,1381.2546596296645,170230.8566080729,1007.6368083172737,1926.821620988427
2,21,1387.9714290521172,396359.4134114583,968.0740300452583,1925.6418106240708
2,22,1394.6041184706519,204937.04337565103,923.9076389280699,1883.7751755884788
2,23,1400.9107401871922,264093.3473510742,973.0608253994354,1903.0747457669488
2,24,1395.6029034526662,350987.33094278973,978.9921794062668,1901.013228227288
2,25,1390.4891638253205,116060.07141113281,957.6520654693854,1877.1141408583273
2,26,1388.600527047056,195563.59529622397,961.2813658045545,1859.7763151707554
2,27,1394.686666701294,316618.5749766032,945.3999801425774,1878.2856401556598
2,28,1398.3438662196202,399040.77039082843,956.646969272041,1914.842267512709
2,29,1408.2311880332345,328483.0462239583,930.655520106426,1943.9087061122248
2,30,1419.0207526238726,135831.27782694498,931.2510750552564,1982.5181459424196
2,31,1414.972258224045,214275.21244303384,929.2482528660148,2008.5208517289864
2,32,1418.2095492851402,260103.8822865486,962.3762512095792,1988.7892845062338
2,33,1413.1115371205644,221559.4851888021,914.7894982316267,2036.2068773931303
2,34,1416.1378591202895,230280.962890625,889.901784089366,2020.8689288306232
2,35,1420.627632630373,271432.52649943036,935.9516307307656,1995.158678510983
2,36,1414.313777149667,413524.44222005206,976.3260666799574,1999.950333503362
2,37,1425.483623014921,283941.6062011719,1015.3150806881131,2000.4733262323825
2,38,1421.5531587545386,234303.3106587728,975.8815122600556,1952.858328558575
2,39,1409.1713228407932,194793.61755371094,950.9865166984296,1967.7439366390013
2,40,1404.8216971762852,472526.43931269646,911.5009276427248,1962.7904743647239
2,41,1413.1372785669926,62421.39239501953,890.4878351981466,2008.9500583111765
2,42,1427.9110542777973,282551.97002665204,927.0680580140149,2053.5342870912236
2,43,1413.965438862411,282969.68262736005,917.3505394023301,2017.1312200764157
2,44,1415.4239081450678,201292.55249023438,954.926820033832,2042.097082354914
2,45,1424.3169523157594,136045.00076293945,942.4471408537368,2075.926595448276
2,46,1422.3260678517238,154473.89048258463,915.3391048317856,2084.4547057925747
2,47,1421.1282523577704,182103.42898368835,926.5548153459622,2082.011586658189
2,48,1436.359039640217,229549.06758880615,951.434356177018,2112.607698059846
2,49,1426.1504232488332,225727.99452845255,926.9379758818638,2130.554702680715
2,50,1414.573506384283,244601.93713378906,951.66085705514,2105.006652554755
2,51,1408.5061138206759,405783.5699412028,980.5756200027579,2059.8376607876385
2,52,1390.5253704559248,299099.8310979207,983.383040969129,2014.9923574300976
2,53,1389.5750937944513,339147.49289957684,1006.2628993081725,1978.241135442354
2,54,1384.3631180755303,311550.44189453125,995.127484343366,1957.6925146462086
2,55,1386.2776874786866,209514.98114013672,1015.5502558226955,1940.752001570821
2,56,1396.776038597315,219738.57089233398,977.4944594566745,1985.0128028957636
2,57,1397.032778933386,137632.55541992188,954.9245423993101,1952.7134075943125
2,58,1399.5776127697402,267852.31298065186,945.3717981543582,1944.1584220338302
2,59,1406.377520992306,262555.95043182373,903.4119718020054,1990.7729264431302
2,60,1406.4961625796184,308220.1461194356,944.2121507599315,1973.4393971271934
2,61,1396.178378789197,277317.3292236328,967.7465608957723,1937.6830891064835
2,62,1391.5508396361877,142641.90237426758,932.0144758012316,1931.6230607750492
2,63,1391.9970612043437,260662.23454030356,975.4083244114381,1906.5584571365468
2,64,1390.5602975647955,54628.93204752604,942.7044715943031,1865.845745138786
2,65,1408.0559804903414,367109.671875,903.3096413232138,1865.0900988825647
2,66,1407.8085213699503,210668.45377604166,933.9263450486523,1881.8149332684823
2,67,1405.8905125144759,206645.10744984946,887.3595121604673,1914.4299613020028
2,68,1383.316190262307,162895.74188232422,844.8635417101842,1866.7146248629808
2,69,1375.9139458855586,167334.64851411185,809.2305262864489,1859.267124901728
2,70,1388.5297159555996,180054.13514200845,821.8486663676794,1892.6836053721045
2,71,1380.2868393267283,196487.82470703125,819.507355378783,1874.2086703381124
2,72,1372.7809588063174,265866.2628479004,773.8733029041196,1836.6721924660064
2,73,1370.2284457719477,238416.1079287529,733.2810935865955,1867.126501731151
2,74,1373.3319406266398,231703.852297465,693.6911455642975,1834.8773430880408
2,75,1380.9963284938376,243264.3800455729,708.1646100552767,1865.8294998680365
2,76,1367.6646685109238,278092.53125,712.9917792026954,1879.315302979212
2,77,1365.9929206168897,505189.0629847844,729.0623347908387,1862.00217852761
2,78,1366.0507962189465,259825.35728200278,696.5964656627646,1840.2319715671808
2,79,1365.498612696719,277876.638671875,696.9013901612404,1868.0491027824219
2,80,1366.065071598461,194200.46545410156,658.9575853311901,1858.3063371751591
2,81,1365.4637712984731,131837.11258951822,615.8671470488819,1890.8025245479937
2,82,1360.7737686923522,101886.12266031902,608.4269958888569,1849.571967094924
2,83,1353.6849919048902,184736.4331700007,580.9067386487822,1845.3838891105215
2,84,1347.178483687933,134854.97342554727,607.7562660933763,1804.2618008393229
2,85,1350.5603239862355,200532.52526346841,630.5847772265914,1842.9276554188252
2,86,1354.3696830166139,191871.95357259116,668.4869891128227,1831.2248939175506
2,87,1348.3681848434933,145980.68394978842,666.4619533934991,1793.1849980952848
2,88,1343.435524679076,195515.48928435644,673.1203351116367,1756.6549800648645
2,89,1324.2951557169547,340554.75504557294,669.2748183317467,1743.2770385339477
2,90,1329.8044658887554,256718.57530466715,715.7069795314096,1753.656170448958
2,91,1333.3000782951124,269644.06290690106,748.8525639114556,1756.352692532725
2,92,1320.8928890802506,160617.52140299478,764.0853671742483,1723.6725435423414
2,93,1325.1648310244952,131141.47955322266,776.6386942495122,1737.5636687017743
2,94,1319.7421879831268,75606.9079691569,728.0991029674991,1743.4519886525577
2,95,1312.2149109919835,129976.86548868816,697.8743608019975,1749.9709569617442
2,96,1322.025501693962,226842.55997721353,664.5992630393747,1759.4389158316949
2,97,1322.4995008235092,85688.81069485347,618.7636011255507,1775.4668522096654
2,98,1318.0833325047722,122567.14546712239,659.4766903775031,1794.5660068502855
2,99,1310.4753629642935,136663.7658818563,666.0794288953022,1769.742275660504
3,0,1359.6548479775076,233135.72824454805,1015.1790909770735,1951.930393720535
3,1,1360.3493100134817,342423.94907633465,1000.3651170270393,1984.4435451981617
3,2,1356.757244189459,196919.5555114746,975.1864368917497,2034.2267587528697
3,3,1356.5119582631507,190262.06294234595,925.5214469573294,2009.9230914266495
3,4,1351.7271152094045,329135.4165445964,946.9044097057638,2024.9963407492937
3,5,1351.963969798301,117984.11510213216,915.5526902954896,2038.1129720389965
3,6,1354.5643814073094,172459.39445495605,918.7793723195642,2014.7408271542445
3,7,1350.7805580432312,279804.5960439046,912.2031797204282,2058.1509728784404
3,8,1363.2801919054373,194806.0431213379,922.2921154665949,2056.017682365202
3,9,1356.7617152583223,216650.58807373047,878.8211180135429,2035.1856382860053
3,10,1356.4974279961784,195017.42533429465,902.9241715507912,2064.186722625053
3,11,1350.7880333838655,180918.04874674478,884.8494187425171,2089.6788533030917
3,12,1340.7580778296203,253983.1059366862,861.9995603987999,2098.1416038402795
3,13,1331.8048199207199,123182.64921061198,821.3052917842242,2056.396674289046
3,14,1321.9694446360327,172169.8895263672,800.3362011451173,2019.6857031456193
3,15,1321.96004729955,165470.46253458658,823.3419019755759,1982.6040967255672
3,16,1313.1420779164089,338276.71931966144,832.2784141607061,1934.5524851707469
3,17,1321.496666608989,201992.97982788086,866.7035125300661,1915.1044601963558
3,18,1333.8479797862958,198063.66300455728,856.8691590608547,1947.335951970034
3,19,1333.5583673987508,129012.21905517578,857.23588580099,1987.8620032925824
3,20,1331.4925625715985,382809.84749348956,865.2042197755038,2030.2159738002397
3,21,1337.525463305313,189705.9067891439,862.9290566453034,1989.3616996526766
3,22,1331.9846668501702,89123.77598579724,876.9623121528907,2032.7055631202268
3,23,1335.6924949147078,185241.73729769388,907.1233431389156,2025.6228158884944
3,24,1333.7261137021987,88801.83075205486,897.8362966813681,2009.1817602653139
3,25,1330.2628153685253,147243.6358642578,905.5606359818851,1996.1253399876682
3,26,1328.0748116057557,186864.50537109375,875.9494646785586,2024.1921387205225
3,27,1335.990601594224,307474.7127024333,849.9694661716127,2042.0899778987439
3,28,1334.2757088356218,278163.52018737793,808.1328078049385,2071.70653567195
3,29,1335.4833057835597,305675.0780111949,827.0745842279405,2083.4821980055835
3,30,1331.3097393793162,244722.39678955078,816.4914344068627,2116.347559738368
3,31,1319.7764884619583,340714.55550130206,802.7751119120584,2119.8522426538657
3,32,1328.1214485992698,439225.3447977702,842.9642236540279,2095.5589809221387
3,33,1331.8616427392349,195001.93670654297,847.3631712965573,2132.8714284336556
3,34,1337.8227114821664,398212.3961588542,844.9065063570763,2112.8581009496793
3,35,1339.5782131027033,278291.6518351237,836.3160193963605,2154.9448477626784
3,36,1342.3811551344868,146045.75429026285,826.364028528877,2163.507609199304
3,37,1328.2292088082634,230346.7068684896,815.9707228539564,2121.0368682689304
3,38,1323.7309818723854,367595.1259771983,766.4003702356572,2160.843165605814
3,39,1323.7954428214593,285771.0004933675,799.4138650009305,2175.9509057454966
3,40,1309.5084440780895,379649.1833496094,788.3011219097193,2167.069624953045
3,41,1301.770028459832,192500.3717956543,749.4165799030305,2129.1188048624704
3,42,1306.6195379691337,339783.7535641988,746.3103237818589,2151.6265663927375
3,43,1295.8533257821512,234958.28914133707,731.4675282487517,2125.9525249466765
3,44,1302.5754097407812,409410.06363932294,777.1561847910968,2090.49054147843
3,45,1309.1771221894776,96831.67533365886,750.8564314654814,2120.6358349087363
3,46,1310.2616725777264,128756.82708740234,763.4943101832357,2142.701800184252
3,47,1321.3168867840766,161836.7294921875,736.4499006350636,2128.6743491434618
3,48,1337.392653388132,482129.59110514325,725.971005032745,2167.1765311641248
3,49,1330.389268135448,345735.9225260417,756.1341654967457,2122.832957150936
3,50,1320.2820363616086,246235.52544148764,788.4413690893016,2101.398204504059
3,51,1309.2515013127636,77778.76253255208,782.1241225818644,2059.6253454276825
3,52,1311.7372783524418,210545.20417785645,746.9680150949116,2043.822172819161
3,53,1316.306590122663,237810.24479166666,733.0369828789675,2023.2783532869241
3,54,1321.312444565294,163784.41512044272,701.2363453504773,2020.8811336132835
3,55,1326.4536713311861,338877.7970784505,682.0918035123716,1975.19026859002
3,56,1323.3936704184289,158733.07818603516,654.6376002750804,1975.1474180349217
3,57,1334.1164818482032,296212.0638020833,672.9187049464801,2006.2526322571011
3,58,1330.1436084730526,262433.7897135417,653.5181852873123,2026.7123410831377
3,59,1342.5343961831513,226953.64461263022,658.4329034098625,2067.1882225930754
3,60,1350.1620477743159,212027.87274169922,680.9055699671235,2104.830065030367
3,61,1351.3968805200454,245178.1703898112,699.9607657266785,2075.700146814725
3,62,1355.1924300198841,105762.34204101562,709.1317075501211,2034.8879475188717
3,63,1353.7633636973405,251798.29770390192,670.7178827155332,2062.269224078039
3,64,1338.4299269029932,229823.28318921724,673.5910720213626,2074.3493424789585
3,65,1319.7794328301825,275652.7506510417,689.9112569159004,2067.598629031675
3,66,1318.5521939519124,114017.4277941386,689.211531185241,2108.118227480583
3,67,1319.134168316714,188996.74809265137,695.8170251804767,2135.72885621607
3,68,1314.9755782269538,154081.0879160563,715.7517329453161,2123.191749361358
3,69,1316.676405093281,243374.41680526733,670.2326638534429,2092.553989305984
3,70,1313.6601669406439,371122.9535217285,704.4252991232594,2052.2379334337775
